Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir,WindSpeed,Humidity,Pressure,Cloud,Temp,RainTomorrow,idnumber,Results
27-09-20,Chennai,10.4,26.3,0.0,4.6,,WNW,44.0,W,7.0,42.0,1015.9,7.0,21.1,No,59123,0
28-09-20,Chennai,9.0,22.5,0.0,6.2,,WSW,31.0,WSW,15.0,58.0,1017.6,1.0,14.4,No,47195,0
29-09-20,Chennai,6.1,17.0,0.0,5.6,,SSW,44.0,S,13.0,52.0,1022.2,1.0,12.4,No,33999,0
30-09-20,Chennai,2.7,18.8,0.6,5.8,,ESE,33.0,S,17.0,31.0,1026.0,1.0,12.9,No,68155,0
01-10-20,Chennai,5.2,17.8,0.0,4.6,,ESE,22.0,WSW,9.0,36.0,1025.0,7.0,14.5,No,11939,0
02-10-20,Chennai,10.7,15.2,0.6,2.6,,ENE,37.0,W,6.0,88.0,1023.5,7.0,14.0,Yes,66160,1
03-10-20,Chennai,10.8,21.5,9.6,0.4,,ENE,37.0,ESE,19.0,83.0,1022.9,7.0,15.0,No,32222,0
04-10-20,Chennai,10.3,25.2,0.0,3.4,,E,22.0,SE,15.0,83.0,1021.4,1.0,15.1,No,66121,0
05-10-20,Chennai,12.9,28.4,0.0,4.2,,ESE,35.0,SE,9.0,74.0,1020.3,1.0,18.7,No,8946,0
06-10-20,Chennai,14.1,29.0,0.0,5.4,,SSW,46.0,NNE,13.0,66.0,1018.4,1.0,19.7,No,43739,0
07-10-20,Chennai,11.1,19.5,0.6,6.8,,SSW,39.0,SSW,17.0,61.0,1022.1,8.0,11.5,No,17285,0
08-10-20,Chennai,7.5,22.4,0.0,6.4,,SSE,39.0,SSE,17.0,48.0,1023.9,3.0,12.3,No,34195,0
09-10-20,Chennai,7.9,25.8,0.0,5.8,,SE,24.0,SW,9.0,60.0,1022.6,1.0,14.7,No,14901,0
10-10-20,Chennai,13.6,26.4,0.0,5.2,,E,41.0,E,20.0,63.0,1025.2,1.0,18.2,No,26928,0
11-10-20,Chennai,13.1,24.6,0.0,8.2,,ENE,44.0,NE,28.0,55.0,1026.6,5.0,18.1,No,54111,0
12-10-20,Chennai,16.3,26.1,0.0,7.0,,NNE,44.0,N,22.0,60.0,1025.1,7.0,19.9,No,25058,0
13-10-20,Chennai,18.1,20.7,0.0,6.0,,NNE,41.0,NNE,20.0,77.0,1017.6,7.0,18.4,Yes,35026,1
14-10-20,Chennai,14.5,26.8,15.2,0.6,,NE,35.0,NNE,6.0,89.0,1013.0,7.0,19.1,Yes,29235,1
15-10-20,Chennai,18.3,19.0,34.0,4.0,,WNW,78.0,WSW,28.0,98.0,991.7,8.0,18.7,Yes,77231,1
16-10-20,Chennai,5.9,14.2,19.0,3.8,,WSW,50.0,WSW,28.0,63.0,1012.0,6.0,7.9,No,5823,0
17-10-20,Chennai,4.8,18.6,0.0,3.4,,SSW,35.0,SW,13.0,66.0,1019.1,1.0,11.9,No,15195,0
18-10-20,Chennai,6.5,21.2,0.0,3.8,,SW,26.0,SSW,7.0,64.0,1021.8,1.0,13.3,No,30259,0
19-10-20,Chennai,8.1,22.3,0.0,4.2,,SE,28.0,SSE,11.0,46.0,1025.5,0.0,15.1,No,39231,0
20-10-20,Chennai,9.8,25.9,0.0,5.8,,E,24.0,SE,11.0,63.0,1026.3,0.0,15.9,No,58722,0
21-10-20,Chennai,13.5,28.2,0.0,6.4,,ENE,41.0,NW,9.0,60.0,1021.9,6.0,19.2,Yes,49092,1
22-10-20,Chennai,15.1,28.7,1.6,6.8,,E,35.0,E,17.0,57.0,1019.7,1.0,21.3,No,55656,0
23-10-20,Chennai,15.5,28.9,0.0,6.6,,SSW,46.0,SW,13.0,59.0,1017.5,3.0,22.2,Yes,65202,1
24-10-20,Chennai,14.1,23.9,4.8,5.4,,S,26.0,S,11.0,84.0,1019.0,7.0,15.9,No,32341,0
25-10-20,Chennai,10.9,24.6,0.0,5.8,,E,24.0,NE,13.0,72.0,1019.9,1.0,16.1,No,57022,0
26-10-20,Chennai,13.0,26.8,0.0,5.0,,WSW,31.0,W,7.0,44.0,1018.9,1.0,19.9,No,15417,0
27-10-20,Chennai,12.0,27.4,0.0,5.4,,WSW,37.0,SW,9.0,42.0,1017.3,1.0,19.6,No,8242,0
28-10-20,Chennai,11.6,27.6,0.0,8.2,,SE,33.0,E,9.0,44.0,1017.1,0.0,19.5,No,76729,0
29-10-20,Chennai,15.0,32.2,0.0,7.2,,N,35.0,NNW,19.0,68.0,1014.3,5.0,18.3,Yes,9319,1
30-10-20,Chennai,18.2,25.3,1.2,7.8,,NNW,63.0,N,6.0,87.0,1011.4,8.0,18.7,Yes,60012,1
31-10-20,Chennai,10.5,21.6,8.6,2.8,,WNW,31.0,WNW,13.0,78.0,1014.6,6.0,15.0,No,76200,0
01-11-20,Chennai,9.2,17.7,0.0,3.0,,WSW,44.0,WSW,7.0,80.0,1017.2,7.0,12.4,No,73626,0
02-11-20,Chennai,6.3,22.0,0.2,4.0,,SSW,39.0,SSW,15.0,50.0,1018.9,0.0,13.5,No,21844,0
03-11-20,Chennai,9.2,23.0,0.0,5.4,,SW,30.0,SSW,9.0,53.0,1020.4,1.0,17.1,No,26398,0
04-11-20,Chennai,9.4,23.2,0.0,5.4,,S,37.0,SW,13.0,45.0,1019.9,1.0,17.0,No,25116,0
05-11-20,Chennai,8.1,25.8,0.0,7.6,,E,41.0,E,13.0,58.0,1017.1,1.0,16.9,No,541,0
06-11-20,Chennai,11.8,27.1,0.0,7.0,,E,33.0,E,22.0,54.0,1017.4,1.0,17.5,No,60509,0
07-11-20,Chennai,14.1,31.9,0.0,7.2,,ENE,43.0,NW,20.0,55.0,1014.8,1.0,20.2,No,70666,0
08-11-20,Chennai,17.7,33.0,0.0,8.4,,WSW,46.0,WSW,24.0,50.0,1014.3,1.0,22.8,Yes,71984,1
09-11-20,Chennai,16.3,30.2,1.2,8.2,,NE,30.0,N,15.0,66.0,1022.7,7.0,20.4,No,64833,0
10-11-20,Chennai,17.1,32.3,1.0,6.8,,NNE,39.0,W,11.0,60.0,1020.6,5.0,24.8,No,73827,0
11-11-20,Chennai,17.5,33.7,0.0,6.4,,NE,28.0,SSW,13.0,57.0,1014.5,1.0,24.9,No,37590,0
12-11-20,Chennai,19.6,35.5,0.0,8.6,,NNE,43.0,N,20.0,50.0,1012.0,1.0,26.0,Yes,21461,1
13-11-20,Chennai,21.8,33.5,1.4,9.2,,NW,63.0,NNE,17.0,68.0,1012.6,7.0,25.1,Yes,1808,1
14-11-20,Chennai,19.9,24.7,49.4,3.0,,SW,28.0,WSW,4.0,91.0,1014.5,8.0,21.4,No,58894,0
15-11-20,Chennai,19.3,25.5,0.6,2.2,,SW,28.0,SSW,13.0,83.0,1014.2,7.0,20.0,No,63075,0
16-11-20,Chennai,13.7,26.6,0.0,4.2,,SW,39.0,SW,11.0,52.0,1013.5,7.0,20.4,Yes,77643,1
17-11-20,Chennai,13.2,26.9,2.0,4.4,,SSW,28.0,SSE,15.0,66.0,1015.1,1.0,18.4,No,53727,0
18-11-20,Chennai,13.1,28.7,0.0,5.8,,SW,33.0,SSW,11.0,42.0,1015.1,1.0,21.2,No,12010,0
19-11-20,Chennai,14.3,28.3,0.0,8.6,,SSE,28.0,SW,13.0,52.0,1018.8,1.0,19.6,No,20929,0
20-11-20,Chennai,14.7,29.6,0.0,7.8,,E,31.0,ENE,19.0,56.0,1022.8,0.0,20.5,No,13861,0
21-11-20,Chennai,17.3,29.9,0.0,8.6,,SSW,63.0,ENE,15.0,62.0,1020.5,3.0,22.4,Yes,24371,1
22-11-20,Chennai,15.6,27.9,36.0,7.2,,NE,43.0,ENE,17.0,56.0,1020.9,2.0,22.3,No,30750,0
23-11-20,Chennai,18.1,27.2,0.0,7.8,,ENE,44.0,N,28.0,59.0,1021.2,8.0,21.4,No,45440,0
24-11-20,Chennai,17.3,30.4,0.2,5.6,,NE,46.0,NNE,26.0,47.0,1021.2,1.0,23.0,No,7575,0
25-11-20,Chennai,17.4,29.8,0.0,8.4,,NE,46.0,N,22.0,49.0,1019.4,6.0,23.2,No,56498,0
26-11-20,Chennai,20.0,29.1,1.0,7.2,,NE,46.0,NNE,9.0,58.0,1016.9,7.0,23.0,No,37494,0
27-11-20,Chennai,18.4,27.2,0.0,6.4,,NNE,39.0,NW,17.0,45.0,1011.0,7.0,24.1,Yes,75933,1
28-11-20,Chennai,14.2,20.1,30.6,3.4,,SSW,31.0,SW,17.0,99.0,1009.7,8.0,14.2,Yes,26600,1
29-11-20,Chennai,12.8,22.2,1.8,2.0,,SW,28.0,SW,11.0,79.0,1012.0,7.0,15.2,No,72536,0
30-11-20,Chennai,11.2,24.9,0.0,4.2,,SE,26.0,SE,7.0,76.0,1010.2,1.0,17.3,No,9758,0
01-12-20,Chennai,14.6,25.8,0.0,3.6,,NW,63.0,SSE,9.0,71.0,1010.7,5.0,20.8,Yes,41997,1
02-12-20,Chennai,14.2,30.4,5.2,4.4,,NNE,35.0,N,19.0,76.0,1012.2,2.0,22.0,No,45732,0
03-12-20,Chennai,18.7,26.8,0.0,7.2,,NNE,41.0,N,22.0,68.0,1012.8,,22.4,No,27527,0
04-12-20,Chennai,18.1,21.9,0.0,4.8,,E,28.0,ESE,11.0,92.0,1010.3,7.0,19.1,Yes,54332,1
05-12-20,Chennai,16.9,29.2,2.2,0.4,,SE,28.0,E,9.0,94.0,1010.2,7.0,19.4,No,33755,0
06-12-20,Chennai,19.1,29.5,0.0,5.4,,ENE,30.0,NNE,15.0,70.0,1009.1,2.0,24.6,No,3708,0
07-12-20,Chennai,20.3,29.1,0.0,5.4,,NE,43.0,NE,24.0,75.0,1009.0,7.0,23.2,Yes,2724,1
08-12-20,Chennai,20.5,29.9,6.6,5.0,,NNE,63.0,NNE,26.0,72.0,1009.6,7.0,24.8,Yes,9210,1
09-12-20,Chennai,20.0,32.0,37.0,2.6,,W,43.0,WNW,15.0,85.0,1009.8,6.0,24.7,No,18302,0
10-12-20,Chennai,19.4,27.1,0.0,6.6,,WSW,35.0,SW,13.0,80.0,1011.5,7.0,21.6,No,28690,0
11-12-20,Chennai,13.6,27.4,0.0,7.6,,WNW,33.0,WSW,6.0,49.0,1009.9,1.0,20.2,No,56680,0
12-12-20,Chennai,14.1,27.6,0.0,5.4,,SW,33.0,SW,13.0,46.0,1007.3,0.0,20.9,No,47398,0
13-12-20,Chennai,14.1,28.2,0.0,9.0,,WSW,22.0,S,9.0,40.0,1013.5,1.0,21.9,No,43436,0
14-12-20,Chennai,15.3,31.0,0.0,8.0,,W,26.0,W,9.0,35.0,1012.6,1.0,24.5,No,16442,0
15-12-20,Chennai,17.8,35.0,0.0,8.4,,SW,39.0,WNW,17.0,39.0,1008.5,1.0,26.2,No,8196,0
16-12-20,Chennai,19.8,29.4,0.0,9.4,,SW,35.0,SSW,11.0,48.0,1005.5,1.0,22.2,No,64078,0
17-12-20,Chennai,16.7,23.7,0.0,10.0,,NW,33.0,NW,4.0,62.0,1007.7,8.0,18.3,No,20621,0
18-12-20,Chennai,16.4,24.5,0.0,3.2,,NW,35.0,NW,17.0,79.0,1006.8,8.0,17.5,No,46995,0
19-12-20,Chennai,16.3,27.4,0.0,4.4,,SW,69.0,WNW,17.0,72.0,1003.1,7.0,18.1,No,53149,0
20-12-20,Chennai,9.5,22.9,0.0,11.0,,SW,50.0,SW,26.0,50.0,1008.2,5.0,13.0,No,56769,0
21-12-20,Chennai,11.0,26.3,0.0,7.4,,WSW,33.0,WNW,9.0,45.0,1012.5,0.0,17.4,No,49591,0
22-12-20,Chennai,13.3,30.5,0.0,9.0,,SSE,31.0,ESE,15.0,33.0,1015.8,1.0,21.8,No,10338,0
23-12-20,Chennai,16.6,33.8,0.0,8.2,,SSE,31.0,SW,11.0,27.0,1016.6,1.0,26.0,No,72244,0
24-12-20,Chennai,18.6,33.8,0.0,10.8,,ENE,35.0,ESE,19.0,46.0,1018.6,1.0,26.5,No,58835,0
25-12-20,Chennai,21.6,34.9,0.0,11.2,,NNE,41.0,NE,15.0,56.0,1013.8,1.0,26.4,Yes,32207,1
26-12-20,Chennai,17.9,32.2,12.6,10.6,,SW,59.0,N,7.0,93.0,1007.1,7.0,21.0,Yes,50120,1
27-12-20,Chennai,15.5,26.1,7.2,4.8,,S,48.0,S,15.0,66.0,1006.8,3.0,18.4,No,25678,0
28-12-20,Chennai,12.0,29.5,0.0,9.2,,ESE,28.0,W,17.0,41.0,1013.5,0.0,18.5,No,22962,0
29-12-20,Chennai,18.3,34.5,0.0,8.6,,NNE,41.0,ENE,17.0,63.0,1014.2,1.0,25.6,No,21890,0
30-12-20,Chennai,20.4,36.2,0.0,8.6,,WSW,30.0,NE,13.0,46.0,1014.9,1.0,28.9,No,60507,0
31-12-20,Chennai,22.4,39.8,0.0,9.8,,,,NE,7.0,41.0,1013.9,0.0,30.8,No,14803,0
01-01-21,Chennai,23.2,38.7,0.0,11.2,,N,30.0,SSE,15.0,35.0,1012.3,0.0,31.2,No,49287,0
02-01-21,Chennai,24.1,38.1,0.0,11.6,,ENE,37.0,SW,11.0,37.0,1010.9,4.0,30.7,No,20175,0
03-01-21,Chennai,21.7,36.3,0.0,8.4,,W,50.0,SSW,4.0,46.0,1009.1,3.0,29.2,No,38059,0
04-01-21,Chennai,17.5,34.2,0.0,13.0,,WSW,35.0,W,6.0,46.0,1008.4,1.0,23.8,No,23354,0
05-01-21,Chennai,17.8,31.3,0.0,8.0,,WSW,39.0,SSW,9.0,20.0,1005.7,2.0,23.7,No,70100,0
06-01-21,Chennai,17.6,33.5,0.0,10.4,,E,31.0,S,7.0,34.0,1006.9,1.0,24.5,No,53212,0
24-10-21,Mumbai,15.7,29.2,0.0,7.0,11.1,NNE,35.0,NNE,26.0,62.0,1018.6,6.0,20.0,No,47687,0
25-10-21,Mumbai,17.4,32.6,0.0,8.4,6.4,SW,70.0,N,24.0,61.0,1013.1,7.0,21.7,Yes,33135,1
26-10-21,Mumbai,16.6,28.8,5.2,5.8,9.4,NNW,46.0,NNW,20.0,78.0,1013.8,2.0,22.0,No,40243,0
27-10-21,Mumbai,16.0,27.1,0.2,6.6,10.4,NE,39.0,NE,26.0,61.0,1017.3,6.0,20.5,No,20845,0
28-10-21,Mumbai,15.1,28.4,0.0,5.4,10.8,NE,39.0,NNE,20.0,63.0,1017.6,4.0,20.6,No,58623,0
29-10-21,Mumbai,18.0,28.3,0.0,7.4,8.2,NE,41.0,ESE,30.0,74.0,1013.7,7.0,21.5,No,49115,0
30-10-21,Mumbai,18.3,32.2,0.0,6.4,11.7,SW,50.0,WSW,13.0,72.0,1012.7,6.0,24.0,No,9619,0
31-10-21,Mumbai,9.9,29.4,0.0,9.8,12.4,S,59.0,S,15.0,40.0,1017.3,1.0,19.7,No,8447,0
01-11-21,Mumbai,15.5,26.8,0.0,10.0,6.4,NNE,31.0,NNE,20.0,59.0,1018.1,6.0,20.9,No,73765,0
02-11-21,Mumbai,11.9,30.7,0.0,4.8,12.9,SW,43.0,WSW,6.0,49.0,1013.3,2.0,22.8,No,75059,0
03-11-21,Mumbai,12.0,29.8,0.0,9.4,13.0,SW,44.0,SW,7.0,34.0,1010.5,0.0,23.1,No,68944,0
04-11-21,Mumbai,13.2,31.2,0.0,10.6,12.8,NE,28.0,NNW,17.0,55.0,1015.1,1.0,22.6,No,71060,0
05-11-21,Mumbai,17.4,31.0,0.0,9.0,9.9,NE,50.0,N,35.0,54.0,1018.2,6.0,22.5,No,66551,0
06-11-21,Mumbai,20.0,22.4,0.0,10.0,0.1,NNE,33.0,NE,20.0,69.0,1016.0,7.0,21.1,No,55827,0
07-11-21,Mumbai,18.3,32.9,0.6,1.6,8.4,N,33.0,NNE,20.0,63.0,1016.2,7.0,22.0,No,15656,0
08-11-21,Mumbai,19.9,34.6,0.0,8.8,10.7,N,41.0,N,26.0,53.0,1017.6,1.0,24.6,No,60573,0
09-11-21,Mumbai,20.5,34.2,0.0,11.2,10.4,NNE,41.0,NNW,26.0,56.0,1017.9,6.0,23.8,No,16341,0
10-11-21,Mumbai,19.1,29.1,0.0,10.6,3.4,N,37.0,ESE,7.0,71.0,1017.5,7.0,20.6,No,17087,0
11-11-21,Mumbai,15.9,34.4,0.0,7.0,13.2,NNE,43.0,NE,4.0,47.0,1018.9,0.0,26.4,No,66761,0
12-11-21,Mumbai,19.7,32.4,0.0,9.6,9.6,NE,43.0,N,30.0,60.0,1017.9,6.0,24.6,No,28786,0
13-11-21,Mumbai,20.4,34.0,0.0,5.8,7.0,S,74.0,NNW,30.0,55.0,1014.2,7.0,25.2,No,65053,0
14-11-21,Mumbai,20.5,36.8,0.0,9.0,12.7,NNE,50.0,N,31.0,48.0,1014.1,1.0,25.1,No,24009,0
15-11-21,Mumbai,21.1,39.7,0.0,11.0,11.3,NNE,33.0,NNW,22.0,36.0,1015.2,0.0,29.4,No,14134,0
16-11-21,Mumbai,25.5,37.1,0.0,12.8,7.1,NNW,44.0,N,30.0,44.0,1016.5,6.0,28.0,No,4266,0
17-11-21,Mumbai,20.2,33.3,0.0,11.8,5.2,NNE,43.0,N,30.0,53.0,1016.5,7.0,25.8,No,24782,0
18-11-21,Mumbai,21.5,29.5,0.0,10.2,3.9,ENE,33.0,NNW,20.0,52.0,1017.8,7.0,24.6,No,4099,0
19-11-21,Mumbai,19.9,34.6,0.0,6.8,12.6,NNE,41.0,NNE,30.0,48.0,1017.3,2.0,25.2,No,6933,0
20-11-21,Mumbai,20.8,34.9,0.0,13.2,12.3,NNE,48.0,NNW,31.0,49.0,1015.9,5.0,24.1,No,42085,0
21-11-21,Mumbai,22.1,35.0,0.0,12.2,9.7,NNE,44.0,WNW,28.0,40.0,1013.7,5.0,27.0,No,17511,0
22-11-21,Mumbai,19.3,32.9,0.0,11.4,7.6,NNE,54.0,N,35.0,51.0,1012.2,7.0,24.1,Yes,27724,1
23-11-21,Mumbai,20.3,22.1,23.4,13.8,0.0,NE,41.0,NE,19.0,96.0,1012.0,8.0,20.6,Yes,74477,1
24-11-21,Mumbai,19.2,24.9,45.6,4.8,1.0,NE,39.0,NE,11.0,89.0,1017.5,8.0,19.9,Yes,36664,1
25-11-21,Mumbai,19.1,21.8,39.4,2.2,0.0,E,39.0,ENE,19.0,97.0,1016.9,8.0,19.6,Yes,75305,1
26-11-21,Mumbai,19.5,27.5,113.0,12.1,8.5,NW,39.0,N,15.0,94.0,1012.1,7.0,21.5,No,59217,0
27-11-21,Mumbai,18.9,29.1,0.2,6.6,10.6,WSW,35.0,SW,17.0,71.0,1011.5,1.0,24.3,No,58607,0
28-11-21,Mumbai,16.7,31.5,0.0,8.6,13.1,E,31.0,WNW,20.0,50.0,1015.6,1.0,24.8,No,51838,0
29-11-21,Mumbai,21.4,32.4,0.0,9.0,11.8,NNE,48.0,NNE,35.0,59.0,1017.0,1.0,25.8,No,28722,0
30-11-21,Mumbai,20.2,30.7,0.0,10.0,6.1,NNE,46.0,NNE,31.0,62.0,1015.6,7.0,23.6,Yes,49825,1
01-12-21,Mumbai,20.1,24.8,7.0,6.6,5.7,SSW,41.0,SE,13.0,89.0,1013.8,7.0,20.6,Yes,69977,1
02-12-21,Mumbai,12.7,26.3,2.0,5.8,13.4,SW,33.0,SW,17.0,53.0,1016.5,0.0,18.3,No,4677,0
03-12-21,Mumbai,14.2,27.1,0.0,7.6,11.4,E,31.0,ESE,15.0,56.0,1017.5,2.0,19.5,No,31621,0
04-12-21,Mumbai,15.2,28.7,0.0,5.8,11.1,NNE,33.0,W,22.0,62.0,1015.3,6.0,21.1,No,54896,0
05-12-21,Mumbai,15.4,29.2,0.0,6.8,8.8,E,48.0,SE,19.0,56.0,1013.3,6.0,22.2,Yes,10595,1
06-12-21,Mumbai,14.7,19.9,19.4,10.0,0.0,E,37.0,E,13.0,85.0,1015.1,8.0,15.3,Yes,29004,1
07-12-21,Mumbai,13.7,20.6,8.4,2.2,0.0,E,39.0,SE,15.0,88.0,1011.1,7.0,15.1,Yes,17483,1
08-12-21,Mumbai,14.6,25.1,27.2,4.6,7.8,ESE,30.0,WNW,13.0,80.0,1009.6,6.0,19.4,Yes,63524,1
09-12-21,Mumbai,16.2,26.2,17.8,7.8,5.5,NE,31.0,N,17.0,63.0,1012.5,6.0,20.1,Yes,45622,1
10-12-21,Mumbai,17.5,28.0,13.8,2.0,8.9,NE,28.0,W,20.0,86.0,1008.7,6.0,19.9,No,24223,0
11-12-21,Mumbai,19.8,28.5,0.0,5.2,7.8,NW,48.0,NNW,15.0,78.0,1005.2,5.0,23.4,Yes,26997,1
12-12-21,Mumbai,18.5,27.9,14.0,7.0,12.5,S,72.0,WSW,15.0,80.0,1004.3,5.0,21.0,No,60578,0
13-12-21,Mumbai,16.0,28.2,0.0,7.0,13.4,WSW,41.0,SW,2.0,68.0,1007.2,1.0,22.3,No,15603,0
14-12-21,Mumbai,14.6,28.7,0.0,8.6,13.0,S,30.0,SW,0.0,46.0,1012.3,1.0,23.2,No,6268,0
15-12-21,Mumbai,16.8,27.1,0.0,8.2,5.2,NE,41.0,N,19.0,63.0,1015.4,7.0,21.1,Yes,72387,1
16-12-21,Mumbai,17.1,27.9,2.8,6.2,5.7,NE,37.0,SE,11.0,79.0,1017.7,6.0,19.7,No,48333,0
17-12-21,Mumbai,16.2,27.7,0.0,5.6,11.6,ENE,35.0,ESE,17.0,63.0,1019.8,3.0,21.1,No,52223,0
18-12-21,Mumbai,17.3,26.9,0.0,7.4,1.8,NE,48.0,NNW,26.0,58.0,1017.4,7.0,19.2,No,64997,0
19-12-21,Mumbai,19.1,26.9,0.0,7.2,4.2,SSW,50.0,NNE,30.0,64.0,1013.1,8.0,20.4,Yes,74063,1
20-12-21,Mumbai,17.8,30.7,11.4,6.2,12.2,N,30.0,S,17.0,78.0,1012.2,3.0,22.3,No,70522,0
21-12-21,Mumbai,19.0,30.9,0.0,5.8,,E,56.0,N,28.0,61.0,1013.8,6.0,23.9,Yes,25643,1
22-12-21,Mumbai,18.3,28.6,,,,E,46.0,NNE,13.0,75.0,1015.3,,21.8,Yes,11172,1
23-12-21,Mumbai,19.2,28.3,10.8,15.2,,SSW,39.0,NW,13.0,63.0,1012.0,6.0,23.1,No,5663,0
24-12-21,Mumbai,18.3,31.3,0.2,7.4,13.2,SSE,44.0,SSW,19.0,59.0,1010.6,3.0,24.1,No,74348,0
25-12-21,Mumbai,17.5,30.5,0.0,8.6,12.4,SE,39.0,NE,17.0,59.0,1010.0,1.0,23.8,No,19165,0
26-12-21,Mumbai,18.2,30.4,0.0,6.0,10.3,SSW,43.0,SSW,20.0,59.0,1007.7,1.0,23.5,No,20721,0
27-12-21,Mumbai,19.1,32.0,0.0,6.6,13.3,SW,44.0,SSW,17.0,65.0,1006.6,2.0,24.7,No,29103,0
28-12-21,Mumbai,15.7,30.8,0.0,11.4,13.5,ESE,43.0,SW,20.0,49.0,1009.0,1.0,22.9,No,32619,0
29-12-21,Mumbai,18.6,31.3,0.0,10.0,12.1,SSW,37.0,SSW,17.0,61.0,1010.2,7.0,22.5,No,44754,0
30-12-21,Mumbai,18.0,30.2,0.0,8.8,8.9,S,39.0,ESE,24.0,56.0,1014.2,7.0,21.0,No,44013,0
31-12-21,Mumbai,17.1,30.9,0.0,8.6,13.0,E,33.0,SSW,17.0,48.0,1017.0,3.0,21.7,No,61590,0
01-05-13,Mumbai,13.8,28.5,0.0,4.0,10.7,NNE,30.0,SSE,15.0,62.0,1021.9,1.0,21.1,No,43809,0
02-05-13,Mumbai,11.1,24.6,0.0,4.8,,SW,33.0,SW,11.0,49.0,1020.0,7.0,18.8,No,6037,0
03-05-13,Mumbai,10.5,25.9,0.0,,,,,WNW,24.0,46.0,1025.6,,17.8,No,25908,0
04-05-13,Mumbai,8.5,27.3,0.0,8.8,10.4,WSW,56.0,WSW,11.0,58.0,1022.8,2.0,18.6,No,28542,0
05-05-13,Mumbai,6.8,26.0,0.0,5.8,9.3,SW,43.0,SSW,13.0,34.0,1021.9,1.0,18.5,No,64306,0
06-05-13,Mumbai,9.5,24.7,0.0,4.6,5.7,NNE,33.0,NE,19.0,57.0,1022.4,5.0,18.7,No,11930,0
07-05-13,Mumbai,11.8,25.5,0.0,3.6,9.3,E,30.0,ENE,20.0,50.0,1026.2,3.0,18.3,No,69187,0
08-05-13,Mumbai,10.8,25.3,0.0,4.2,10.4,ENE,30.0,SSE,20.0,51.0,1029.1,2.0,17.8,No,47739,0
09-05-13,Mumbai,9.8,25.0,0.0,4.8,9.7,S,28.0,ESE,17.0,52.0,1030.2,1.0,18.2,No,49035,0
10-05-13,Mumbai,8.3,25.0,0.0,4.0,10.4,E,31.0,E,19.0,55.0,1028.8,0.0,16.8,No,35193,0
11-05-13,Mumbai,9.7,26.5,0.0,6.4,10.4,ENE,37.0,E,19.0,45.0,1028.3,0.0,17.9,No,27260,0
12-05-13,Mumbai,10.4,25.7,0.0,3.8,9.1,E,30.0,NE,20.0,48.0,1025.9,0.0,17.5,No,3975,0
13-05-13,Mumbai,13.4,23.5,0.0,4.0,2.0,NNE,33.0,N,20.0,59.0,1020.7,7.0,18.3,Yes,4935,1
14-05-13,Mumbai,14.4,19.1,7.0,3.2,4.7,WSW,35.0,SW,9.0,78.0,1015.1,3.0,16.6,No,21690,0
15-05-13,Mumbai,3.6,18.5,0.0,3.2,7.3,W,26.0,W,7.0,78.0,1017.4,1.0,11.6,No,66652,0
16-05-13,Mumbai,8.0,21.2,0.0,2.6,9.1,NW,30.0,W,9.0,64.0,1016.5,2.0,13.7,No,44559,0
17-05-13,Mumbai,6.3,19.6,0.0,3.6,10.2,WSW,48.0,SW,13.0,76.0,1018.4,1.0,13.4,No,16460,0
18-05-13,Mumbai,2.7,18.6,0.0,3.8,8.2,WSW,43.0,SW,6.0,65.0,1019.0,2.0,11.2,No,8375,0
19-05-13,Mumbai,4.6,18.2,0.0,3.2,9.9,SW,37.0,SW,13.0,52.0,1021.2,5.0,12.8,No,30229,0
20-05-13,Mumbai,3.2,18.6,0.0,5.4,9.8,SSW,39.0,SSW,7.0,64.0,1021.5,6.0,9.7,No,6856,0
21-05-13,Mumbai,3.9,18.2,0.0,3.6,0.4,ENE,17.0,WSW,11.0,54.0,1020.6,7.0,11.5,No,76925,0
22-05-13,Mumbai,10.9,12.3,0.2,1.4,0.0,NNE,61.0,NNE,9.0,84.0,1014.9,8.0,11.7,Yes,14639,1
23-05-13,Mumbai,10.1,15.6,16.2,1.4,1.7,WNW,19.0,WSW,13.0,94.0,1011.8,7.0,11.4,Yes,2692,1
24-05-13,Mumbai,10.2,19.6,11.2,0.6,7.7,S,56.0,SSW,22.0,89.0,1014.7,7.0,12.6,No,2463,0
25-05-13,Mumbai,6.1,21.0,0.0,4.0,9.8,SSW,31.0,SSW,19.0,81.0,1022.6,0.0,11.9,No,59530,0
26-05-13,Mumbai,3.2,20.8,0.0,3.4,10.0,SW,26.0,SW,0.0,75.0,1026.8,0.0,12.1,No,65015,0
27-05-13,Mumbai,3.0,22.1,0.0,3.2,9.9,E,26.0,NNW,17.0,62.0,1027.1,1.0,11.1,No,63562,0
28-05-13,Mumbai,7.2,23.4,0.0,2.0,8.8,E,31.0,E,9.0,61.0,1030.1,1.0,14.2,No,60670,0
29-05-13,Mumbai,10.6,23.8,0.0,4.0,8.2,NE,39.0,E,17.0,62.0,1030.5,5.0,16.2,No,20470,0
30-05-13,Mumbai,9.2,24.1,0.0,4.0,10.0,NE,43.0,NE,22.0,63.0,1029.4,1.0,16.3,No,52450,0
31-05-13,Mumbai,10.0,24.8,0.0,3.8,9.7,NNE,31.0,NNE,22.0,66.0,1028.6,3.0,16.6,No,49175,0
