Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir,WindSpeed,Humidity,Pressure,Cloud,Temp,RainTomorrow,idnumber
19-07-13,Mumbai,12.5,23,0,4,5.3,NNE,52,WNW,30,75,1019.6,3,16.6,Yes,34612
20-07-13,Mumbai,13.1,18.1,22,4,0.7,NNE,35,W,24,97,1014.8,8,14.5,Yes,748
21-07-13,Mumbai,3.1,15.6,3.2,0.6,8.1,WSW,26,W,4,83,1020.5,1,9.4,No,59871
22-07-13,Mumbai,5.3,17.2,0,2.8,9.1,WNW,31,WNW,15,74,1023.1,4,10.3,No,30241
23-07-13,Mumbai,0.5,15.3,0,1.8,9.1,WSW,37,W,0,70,1025.1,1,8.2,No,17113
24-07-13,Mumbai,2.4,16.8,0,2,9.2,SSW,31,SW,20,93,1026.9,1,7.3,No,5759
25-07-13,Mumbai,4.1,19.9,0,3,10.3,E,24,SSW,9,75,1028.5,1,10,No,54985
26-07-13,Mumbai,3.9,19.6,0,3.6,10.1,W,20,WSW,9,79,1028.8,5,11.1,No,14630
27-07-13,Mumbai,2.1,20.9,0,1.8,10.2,E,28,NNE,13,68,1029.6,0,11,No,10625
28-07-13,Mumbai,6.2,21,0,2,10.4,N,41,NE,17,71,1029.8,1,13,No,27337
29-07-13,Mumbai,6.5,19.6,0,3.8,5.5,NNE,35,NE,20,69,1026.6,5,15.3,No,54074
30-07-13,Mumbai,7.4,20.4,0,2.6,7.7,SSW,35,SW,15,71,1021.1,6,14.7,No,44059
31-07-13,Mumbai,4.8,21.3,0,3.6,10,S,33,SSW,17,65,1021,0,14.6,No,15255
01-08-13,Mumbai,4.4,21.5,0,3.4,10.3,E,20,NA,9,71,1021.5,0,13.5,No,1099
02-08-13,Mumbai,7.3,21.7,0,3,9.8,NW,31,WNW,19,71,1019.8,5,15.4,No,46108
03-08-13,Mumbai,1.9,19.8,0,3.4,10.3,WSW,37,WSW,0,60,1020.9,1,10.9,No,60344
04-08-13,Mumbai,1.9,19.1,0,3.8,10.3,W,37,SW,7,63,1020,1,10.6,No,37162
05-08-13,Mumbai,3.8,20.3,0,2.6,10.4,WSW,30,WSW,7,63,1021.8,1,12.5,No,77656
06-08-13,Mumbai,2.3,22.2,0,2.4,10.3,NNW,28,WNW,15,69,1020.7,4,11.4,No,43183
07-08-13,Mumbai,4.3,24.7,0,3.4,7.8,NNW,33,NNW,15,54,1016.1,2,12.9,No,48636
08-08-13,Mumbai,7.3,16.3,0,5,10.6,SW,57,SW,30,62,1015.8,2,10.8,No,57096
09-08-13,Mumbai,1.3,18.5,0,6.2,10.1,WSW,31,SW,11,70,1020.7,0,9.5,No,6520
10-08-13,Mumbai,2.6,22.5,0,2.6,10.6,WSW,31,SSW,11,62,1020.3,2,10.9,No,58677
11-08-13,Mumbai,7,25.5,0,4.4,10.2,ENE,24,NW,13,44,1019.7,2,15.7,No,19692
12-08-13,Mumbai,11.8,28.7,0,4.6,8.1,SW,65,WNW,19,40,1013.2,1,17.8,No,55492
13-08-13,Mumbai,4.3,21.6,0,7.4,10.7,SSW,28,SSW,7,66,1018.9,0,12.4,No,36800
14-08-13,Mumbai,2.2,23.1,0,5.4,5.8,ENE,28,SSW,15,36,1017.8,7,12.4,No,42252
15-08-13,Mumbai,5.4,18.7,0,2.4,10.7,SSW,52,SSW,31,56,1022.1,1,11.3,No,36621
16-08-13,Mumbai,0.8,22.5,0,6.4,10.3,NNE,44,NE,20,34,1023.5,0,11.9,No,67281
17-08-13,Mumbai,11.8,16.8,1,5.8,1.2,NA,NA,NNE,20,88,1016.6,8,13.5,Yes,24413
18-08-13,Mumbai,5.8,20.2,3.8,3,8.1,ESE,19,SW,7,99,1021.1,NA,10.9,No,29347
19-08-13,Mumbai,2.4,22.5,0,3,10.7,WNW,39,W,9,67,1017.8,5,11.4,No,48909
20-08-13,Mumbai,2.1,15,0,5.2,11,SW,48,SW,19,55,1019.2,1,9.2,No,50143
21-08-13,Mumbai,-1.1,15.9,0,5,10.9,SSW,39,SW,13,53,1020.3,1,7.9,No,46562
22-08-13,Mumbai,-0.5,18.1,0,4,10.3,NA,NA,WSW,13,59,1019.3,7,8.4,No,24320
23-08-13,Mumbai,0,20.9,0,3.8,10.9,W,43,WSW,4,43,1019.3,1,11.7,No,32471
24-08-13,Mumbai,3.3,21.5,0,4,11.1,WSW,39,SW,13,58,1023.6,1,13.7,No,21853
25-08-13,Mumbai,4,23.4,0,4.6,11.1,NE,30,W,20,59,1026.4,0,14.7,No,16994
26-08-13,Mumbai,3.7,24.3,0,4,11.2,W,30,W,17,57,1025.8,0,15.4,No,29840
27-08-13,Mumbai,5.9,25.4,0,4.4,11,WSW,30,SW,15,37,1023,1,16.5,No,70609
28-08-13,Mumbai,7.3,27,0,5.2,11.1,ENE,30,S,15,37,1021.9,0,18.3,No,29126
29-08-13,Mumbai,9.7,27.9,0,5.8,10.7,NNE,46,NNE,30,49,1022.9,1,18.3,No,869
30-08-13,Mumbai,15.4,29.2,0,7.8,10.5,NNE,50,NW,35,62,1021.3,3,19.4,No,61706
31-08-13,Mumbai,9,27,0,7.8,6.1,S,46,SSW,13,65,1023,7,17.2,No,22337
01-09-13,Mumbai,9.9,29,0,4,10.9,S,37,S,9,50,1025.7,5,19.7,No,27434
02-09-13,Mumbai,8.6,26.2,0,6.8,11.2,ENE,35,WSW,19,48,1029.6,1,18,No,19460
03-09-13,Mumbai,9.8,25.6,0,4.8,11.2,NNE,31,S,17,51,1031.3,0,18.6,No,64070
04-09-13,Mumbai,7.7,24.6,0,5,10.9,NE,26,S,13,48,1032.7,0,17.7,No,5620
05-09-13,Mumbai,8,25,0,4.8,10.9,NNE,30,NA,17,56,1031.5,0,16.6,No,73648
06-09-13,Mumbai,7.9,27.9,0,4.4,10.9,NE,26,W,17,48,1029.2,1,18.3,No,73086
07-09-13,Mumbai,8.3,29.5,0,5.6,11,NE,28,W,19,39,1027.1,3,19.6,No,49945
08-09-13,Mumbai,9.2,30.7,0,6.2,10,NE,30,W,19,42,1025.2,6,19.4,No,51698
09-09-13,Mumbai,10.5,29.1,0,5.2,11,NNE,33,N,26,38,1021.7,1,21.2,No,53854
10-09-13,Mumbai,13.2,29.5,0,7.6,11,NNW,41,NW,24,52,1014.9,1,20.5,No,77790
11-09-13,Mumbai,9.8,26.9,0,8.6,11.2,WSW,31,W,11,43,1014.2,1,19.6,No,63134
12-09-13,Mumbai,5.5,27.1,0,6.8,11,SW,31,WSW,7,31,1016.5,1,18.5,No,17273
13-09-13,Mumbai,9.7,29.7,0,5.2,10.2,NE,56,NNE,19,26,1016.3,0,22.4,No,48118
14-09-13,Mumbai,14.9,27.3,0.4,8.2,11.2,W,46,WSW,20,58,1014.4,1,21.7,No,49087
15-09-13,Mumbai,6.4,27.4,0,7.2,10.1,S,31,WSW,0,35,1017.4,0,20.7,No,74091
16-09-13,Mumbai,15.8,18.8,1,7.6,0,NW,76,NE,17,93,1014.2,8,16,Yes,2242
17-09-13,Mumbai,9.9,22.7,23.6,3.8,10.4,WNW,50,W,17,62,1007.6,1,18.5,No,60222
18-09-13,Mumbai,7.7,26,0,4.8,11,WNW,39,WNW,11,58,1009.8,1,17.7,No,65934
19-09-13,Mumbai,8.5,25,0,7,11.5,W,48,W,7,54,1010.2,0,18.7,No,58864
20-09-13,Mumbai,6.1,24.5,0,7.2,11.4,W,54,WSW,7,39,1014.6,0,18.3,No,30460
21-09-13,Mumbai,5.2,22.8,0,NA,11.4,SW,31,SW,17,35,1016.6,0,16.6,No,25978
22-09-13,Mumbai,4.3,26.1,0,4.6,11.4,WSW,31,WSW,13,40,1016.4,1,17.3,No,5931
23-09-13,Mumbai,7.2,30.9,0,7,11.3,N,33,N,19,33,1015.6,0,19.8,No,12247
24-09-13,Mumbai,16.5,34,0,8.8,10.5,NW,56,W,28,38,1009.5,1,23.3,No,75218
25-09-13,Mumbai,12.3,34.4,0,10.6,11.2,NE,35,WNW,22,22,1011.9,0,26.2,No,46530
26-09-13,Mumbai,16.7,36.3,0,10.8,10.9,SW,56,SW,28,32,1010.5,0,26.9,No,10065
27-09-13,Mumbai,5.8,30.7,0,7.8,11.6,NNE,48,ENE,11,23,1018.4,0,19.6,No,68684
28-09-13,Mumbai,16.6,32.5,0,8,10.4,WSW,43,SW,19,56,1015.8,6,22.1,No,28247
29-09-13,Mumbai,7.6,28.5,0,8,11.3,WSW,39,SW,13,19,1018.2,0,22.1,No,32552
30-09-13,Mumbai,8.7,31.9,0,8,11.6,NNE,35,WNW,26,52,1019.3,0,22.9,No,6770
01-10-13,Mumbai,16,34.7,0,9.4,4.8,WSW,83,N,30,48,1013.4,7,24.6,Yes,59536
02-10-13,Mumbai,13.6,26.3,9,8.8,8.6,NNW,30,WNW,13,93,1017.2,8,17.3,No,8990
03-10-13,Mumbai,11.5,22.3,0,4.6,11.3,SW,67,SW,31,40,1015.8,1,17.8,No,68107
04-10-13,Mumbai,4.3,24.2,0,6.2,12,SSW,41,SW,15,34,1021.6,0,15.7,No,3546
05-10-13,Mumbai,6.3,28.8,0,6.4,11.6,NE,31,SW,17,36,1019,3,19.5,No,20019
06-10-13,Mumbai,7.5,32.9,0,5.4,11.8,W,35,W,17,34,1014.2,0,18.5,No,936
07-10-13,Mumbai,9.7,31.6,0,9.2,9,WSW,46,WSW,4,27,1009.9,1,20.1,No,13841
08-10-13,Mumbai,7.9,27.4,0,8.6,11.8,SW,54,SW,17,42,1014.8,0,18.3,No,8281
09-10-13,Mumbai,8.1,29.3,0,11.6,11.8,NNE,33,NNE,19,52,1021.3,0,18,No,57749
10-10-13,Mumbai,10.4,34.1,0,7.6,11.7,NW,46,NNW,30,52,1017.6,0,20.5,No,75918
11-10-13,Mumbai,15.2,31.3,0,12,11.6,WSW,52,SW,19,28,1012,0,24.8,No,71484
12-10-13,Mumbai,10.7,34,0,11.8,10.3,NNE,41,N,28,53,1015.3,5,21.9,No,4981
13-10-13,Mumbai,20.6,31.2,0,11.8,2.5,WSW,63,N,28,57,1011.5,8,22,No,46398
14-10-13,Mumbai,11.2,22.9,0.4,9.6,11.9,SSW,69,WSW,33,39,1017.7,1,15.9,No,26471
15-10-13,Mumbai,4.5,25.1,0,10,12.3,NNE,31,W,13,30,1023.2,0,15.5,No,43966
16-10-13,Mumbai,7.4,30,0,7.6,11.9,N,46,N,24,59,1021.7,4,18.5,No,15333
17-10-13,Mumbai,17.7,33.6,0,10.8,9.1,WSW,74,NNW,37,41,1016.3,3,21.9,Yes,909
18-10-13,Mumbai,13.9,29,12.8,10,11.1,NA,NA,NA,NA,34,1019.3,5,18.5,No,5083
19-10-13,Mumbai,11,28.9,0,8,12.5,NA,NA,NA,NA,52,1024.9,0,19.3,No,38124
20-10-13,Mumbai,13.8,31.2,0,8,12.5,NA,NA,E,17,53,1022.2,0,20.3,No,73877
21-10-13,Mumbai,17.8,33.2,0,9.4,12.6,NE,41,NNE,28,59,1019.8,1,22.3,No,28514
22-10-13,Mumbai,18.9,34.6,0,10,12.5,NNE,46,N,33,51,1016.6,1,24.2,No,7482
23-10-13,Mumbai,19,34.9,0,13,8,WSW,61,W,35,41,1012.1,4,24.6,No,54339
24-10-13,Mumbai,18.8,27,0.2,9.6,10.4,SW,52,SW,31,38,1015.2,7,20.5,No,33951
25-10-13,Mumbai,5.9,28.1,0,10.4,12.6,SW,35,WNW,9,22,1021.6,0,17.6,No,33470
26-10-13,Mumbai,6.7,27.8,0,8,12.4,SSW,46,SW,15,18,1021.9,1,19.6,No,28666
27-10-13,Mumbai,8.3,29.7,0,11.8,12.7,SSW,33,SW,17,18,1021.6,0,20.2,No,20917
28-10-13,Mumbai,11.8,33.6,0,7.6,11.6,NNE,50,N,35,60,1018.5,4,21.3,No,17628
29-10-13,Mumbai,19.2,30.5,0,10.4,7.1,NNW,57,W,37,56,1010.7,7,23.6,No,8469
30-10-13,Mumbai,10.3,29.8,0,10.8,12.8,SW,43,SW,15,40,1015.5,0,21,No,29796
31-10-13,Mumbai,12.5,29.8,0,9.8,11.7,NNW,35,NE,20,46,1019.4,3,20.7,No,17050
01-11-13,Mumbai,16.2,30.5,0,8,11.3,NE,43,ESE,33,49,1021.3,1,22,No,19680
02-11-13,Mumbai,17.3,33,0,12,11.3,N,41,N,26,35,1021.2,6,22.7,No,16911
03-11-13,Mumbai,16.2,37.4,0,10.4,11.9,S,54,WSW,19,25,1016.7,1,26.4,No,12540
04-11-13,Mumbai,14.8,29.7,0,15,12.9,SSW,46,SW,26,31,1018,0,20.1,No,64718
05-11-13,Mumbai,15.2,29.3,0,13,11.9,E,43,NNE,26,36,1023.5,4,18.9,No,65679
06-11-13,Mumbai,13.5,29.9,0,9.2,12.7,NE,35,SW,24,47,1022.2,0,19.7,No,448
07-11-13,Mumbai,15.7,32.3,0,12,12.6,NE,43,NNE,28,48,1018.4,0,21.8,No,59847
08-11-13,Mumbai,16.2,35.6,0,8,12.9,N,44,NNW,30,32,1014.7,2,25.1,No,51152
09-11-13,Mumbai,21.7,36.8,0,15,9.2,SW,56,W,20,26,1010.8,7,25.1,No,14798
10-11-13,Mumbai,16.9,32.5,0,14.4,9.5,SW,41,W,2,41,1011.1,6,23.7,No,77828
11-11-13,Mumbai,15.3,31.6,0,8.4,NA,NNE,57,NE,24,54,1012,2,23.8,Yes,13296
12-11-13,Mumbai,17.5,31.1,NA,NA,NA,W,46,NW,19,83,1012.6,6,20.1,Yes,15203
13-11-13,Mumbai,11,32,NA,NA,NA,SSE,39,NNW,19,67,1015.4,NA,22.1,Yes,55745
14-11-13,Mumbai,11.4,32.6,NA,NA,NA,W,44,W,9,68,1014.9,NA,21.6,Yes,64409
15-11-13,Mumbai,11.7,31.5,6.6,38.4,13,WSW,57,S,19,14,1013.7,0,25.6,No,69184
16-11-13,Mumbai,11.8,32,0,12,12.7,S,50,W,15,44,1010.6,2,23.2,No,54488
17-11-13,Mumbai,13.7,29.1,0,10.6,9.2,SSW,59,SW,15,40,1011.2,5,20.6,No,63481
18-11-13,Mumbai,11.2,27.6,0.6,7.6,12.1,S,54,WSW,11,48,1011.2,3,20.7,No,66067
19-11-13,Mumbai,11,30.6,0,9.6,11.1,SW,37,SW,15,42,1010.3,1,21.5,No,37884
20-11-13,Mumbai,14.5,35,0,9.8,12.5,SSW,44,WSW,13,33,1010.5,2,26.1,No,15178
21-11-13,Mumbai,19.2,37,0,11.8,NA,NE,48,NE,35,48,1010.4,3,25.5,Yes,51041
22-11-13,Mumbai,22.1,28.4,NA,NA,NA,NA,NA,ESE,37,67,1009.1,1,22.6,Yes,12148
23-11-13,Mumbai,19.6,31.1,NA,NA,NA,NA,NA,NA,NA,76,1007.1,4,22.8,Yes,61337
24-11-13,Mumbai,13.6,30.3,NA,NA,13.5,NA,NA,NA,NA,86,1006.9,3,20,Yes,73603
25-11-13,Mumbai,13.2,31.4,13.6,34.6,13.2,WSW,57,SW,6,37,1006.9,1,21.7,No,34664
26-11-13,Mumbai,16,32,0,11.4,13.3,E,33,SSW,19,38,1010.8,1,23.7,No,35210
27-11-13,Mumbai,15.7,32.8,0,12,13.3,SSE,37,SSE,20,50,1016.6,0,21.9,No,64053
28-11-13,Mumbai,17,36.1,0,11.2,13,NNE,48,NNW,28,52,1013.6,0,23.5,No,72420
29-11-13,Mumbai,20.7,23.3,0.6,15.6,0.6,SW,48,NNW,15,87,1008.4,8,21.2,Yes,14971
30-11-13,Mumbai,14.8,30.7,6,0.4,13.2,S,35,SSW,22,59,1012.8,3,22.6,No,15992
01-12-13,Mumbai,13.3,30.1,0,11,12.9,ENE,35,SSE,20,46,1021.7,1,20.9,No,17202
02-12-13,Mumbai,14.4,31.6,0,10.8,13.3,NE,33,WSW,17,48,1021,5,20.5,No,66506
03-12-13,Mumbai,15.4,34.1,0,10,13.4,SSE,37,S,26,49,1016.5,0,22.8,No,63449
04-12-13,Mumbai,18.8,36.1,0,10.8,11.5,NNE,48,NNE,35,49,1010,2,24.4,Yes,63367
05-12-13,Mumbai,19,27.2,8.6,14.2,9.5,WSW,63,W,41,95,1003,8,19,No,8695
06-12-13,Mumbai,9,24.9,0.4,12.4,13.3,WSW,54,SW,30,28,1015.8,1,17,No,13795
07-12-13,Mumbai,8.5,30.4,0,8.8,13.7,NE,33,ENE,22,35,1019.8,0,20.4,No,34423
08-12-13,Mumbai,12.7,33.7,0,9.2,13.2,NNE,48,NNE,35,44,1018,3,22.8,No,4212
09-12-13,Mumbai,20.7,36.8,0,11.8,11.1,NNE,48,NE,31,42,1013.1,4,24.6,No,17148
10-12-13,Mumbai,23.8,35.7,0,15.2,1.6,SE,56,WSW,35,39,1007.1,7,26.9,No,65294
11-12-13,Mumbai,18.2,34.2,0,10.6,7,WSW,50,WSW,11,24,1008.1,5,27.8,No,14782
12-12-13,Mumbai,17,33.4,0,12,9.7,SW,37,WNW,0,31,1009.7,7,22.7,No,59164
13-12-13,Mumbai,15.4,35.6,0,12,13.3,WSW,31,W,20,45,1011.3,0,24.8,No,38275
14-12-13,Mumbai,18.9,36.5,0,12,13.3,NNE,44,SSW,30,54,1013.5,0,26.4,No,18442
15-12-13,Mumbai,19.8,36.7,0,12.8,13.3,NNE,50,SW,35,48,1014.7,1,26,No,13081
16-12-13,Mumbai,21,36,0,11.8,11.9,ESE,85,NNW,33,46,1016,3,25.3,No,22623
17-12-13,Mumbai,16.2,33.7,0,12.8,13.1,ENE,37,SSE,24,49,1018.2,1,24.3,No,15997
18-12-13,Mumbai,17.7,35.6,0,11.4,13.4,SE,48,SE,20,48,1021.2,1,24.2,No,73434
19-12-13,Mumbai,18.1,34.8,0,14.4,13,ENE,41,ENE,26,42,1021.6,1,23.2,No,61402
20-12-13,Mumbai,19.1,35.5,0,12.8,13,NNE,35,NW,24,45,1020.6,2,24.1,No,26201
21-12-13,Mumbai,20.9,37.9,0,13,13.3,NNE,37,NW,28,41,1016.4,0,26.2,No,37851
22-12-13,Mumbai,24.2,37.7,0,15.8,12.6,NNE,52,NW,33,46,1015.6,6,27.2,No,50807
23-12-13,Mumbai,23,37.8,0,13.8,12,NNE,48,N,33,47,1013.3,5,26,No,58962
24-12-13,Mumbai,24.1,35.9,0,15.2,1.4,SSW,52,W,24,36,1013,7,27.6,No,47370
25-12-13,Mumbai,24.4,34.4,0,11.4,3.8,SSW,52,N,28,56,1015.2,7,26.3,No,63542
26-12-13,Mumbai,22.8,35.7,0,11,10.5,SSW,48,WNW,20,51,1012.2,7,26.2,No,3079
27-12-13,Mumbai,17.8,38.5,0,15.8,13.5,SSW,57,SSW,13,38,1009.4,3,29.1,No,6969
28-12-13,Mumbai,22.1,39.2,0,12,13.3,NNE,44,W,31,55,1009.7,0,26.4,No,67297
29-12-13,Mumbai,23.4,43.6,0,12.6,13.2,SW,56,WSW,24,50,1007.4,1,29.9,No,51732
30-12-13,Mumbai,21.5,38.8,0,19,13.2,SSW,46,W,30,47,1009.1,1,27.4,No,39282
31-12-13,Mumbai,22.2,37.7,0,14.6,12.8,S,41,WSW,20,55,1010.7,4,26.6,No,66287
01-01-20,Mumbai,21.6,37.4,0,13,12.5,NNE,50,N,31,52,1012.4,1,26.4,No,51725
02-01-20,Mumbai,24.8,39.9,0,14.8,9.3,NNE,50,N,28,44,1008.6,7,29.4,No,64881
03-01-20,Mumbai,28.3,47.3,0,16,12,WSW,61,WNW,33,36,1001.9,1,33.4,No,13583
04-01-20,Mumbai,26.6,35.7,0,23.6,13.6,WSW,56,SW,35,29,1002.9,0,29.4,No,52170
05-01-20,Mumbai,14.8,36.7,0,15.4,13.5,W,39,W,15,25,1007.5,0,26.2,No,71240
06-01-20,Mumbai,15.8,36.2,0,11.6,13.6,SW,57,SW,17,10,1008.5,1,29.4,No,76322
07-01-20,Mumbai,13,36.3,0,18.8,13.4,ENE,54,NNW,15,34,1012.1,5,25.1,No,53009
08-01-20,Mumbai,19,34.4,0,12.2,10.8,ENE,59,NE,26,48,1016.4,2,24.7,No,55667
09-01-20,Mumbai,20.3,30.8,0,14.2,2.3,ENE,52,NNE,19,56,1019.4,7,22.1,No,61396
10-01-20,Mumbai,17.6,31.5,0,11.6,4.6,NE,41,NNW,28,44,1019.8,4,24.3,No,6995
11-01-20,Mumbai,22.1,33.7,0,8,9.9,ESE,37,WNW,28,53,1018.7,5,25.5,No,39687
12-01-20,Mumbai,19.5,38.6,0,11,11.4,SSE,39,SE,19,52,1015.8,0,26,No,42194
13-01-20,Mumbai,21.8,35.8,0,13.2,13,N,39,N,24,50,1018,1,24.5,No,11724
14-01-20,Mumbai,20.5,36.7,0,13.4,13.5,NE,43,ENE,19,48,1019.6,0,25.3,No,53483
15-01-20,Mumbai,20.5,36.7,0,14.4,13.3,NNE,46,E,22,49,1021.6,0,25.2,No,674
16-01-20,Mumbai,20.4,37.3,0,13.6,13.5,NE,37,ENE,20,47,1019.5,0,25.8,No,3389
17-01-20,Mumbai,22.5,36.1,0,16,13,NNE,39,NW,28,47,1015.6,0,25.6,No,14008
18-01-20,Mumbai,21.1,36.5,0,15,13.2,ENE,41,WSW,28,45,1013.8,0,25.1,No,22819
19-01-20,Mumbai,22.3,38.5,0,16,12.8,S,57,S,30,52,1009.8,0,25.5,No,6029
20-01-20,Mumbai,24.6,41.8,0,14.2,11.9,WNW,63,N,31,39,1005.9,1,28.2,No,60187
21-01-20,Mumbai,27.4,42.5,0,15.6,13.1,W,54,W,33,41,1005,1,31.1,No,6573
22-01-20,Mumbai,19.5,40.7,0,18.2,10.4,E,57,SW,9,39,1009.9,6,28.9,No,56649
23-01-20,Mumbai,22.9,23,0,15.6,0,NA,NA,ENE,33,69,1017.6,7,23,Yes,61448
24-01-20,Mumbai,17.2,30.2,20.8,9,1.2,NE,41,N,24,69,1013.3,7,22.6,No,22275
25-01-20,Mumbai,20.4,34.2,0.4,4.4,11.3,SSW,44,SSW,33,55,1011,6,22.4,No,54035
26-01-20,Mumbai,19.2,33.9,0,11,13,ENE,56,S,28,48,1017.8,1,23.4,No,50767
08-05-20,Mumbai,10.1,23.5,0,3.8,NA,E,26,ESE,9,64,1023.5,5,14.5,No,59618
09-05-20,Mumbai,8.9,23.7,0,NA,NA,E,33,ENE,22,50,1024.4,NA,16.5,No,22078
10-05-20,Mumbai,11.8,24.7,0,NA,NA,NE,33,N,17,58,1025.2,NA,16.2,No,17757
11-05-20,Mumbai,12.9,24.4,0,NA,NA,NE,26,NA,17,67,1024.6,8,17.7,No,27407
12-05-20,Mumbai,10.8,26,0,15.2,10,E,31,SSW,22,58,1027,2,18.1,No,26312
13-05-20,Mumbai,9.1,25.4,0,4.8,10.5,SSE,30,SSE,7,55,1028.6,0,17.3,No,41575
14-05-20,Mumbai,9.5,24.4,0,5.2,10.5,E,33,SE,20,50,1027.1,0,18.5,No,12729
15-05-20,Mumbai,10.7,25.4,0,4.2,NA,E,30,ESE,17,51,1027.6,1,17.6,No,63021
16-05-20,Mumbai,10,25.2,0,NA,NA,ESE,48,S,13,53,1029.4,NA,17.9,No,40996
17-05-20,Mumbai,9.6,25.1,0,NA,NA,NNE,35,NE,19,53,1030.3,NA,17.7,No,10818
18-05-20,Mumbai,12,24,0,17,3,NNE,37,NE,19,60,1029.4,6,17.2,No,21309
19-05-20,Mumbai,13.4,24.9,0,3.6,5.5,NNE,31,E,15,57,1028.2,7,18.3,No,14118
20-05-20,Mumbai,13.5,22,0,4,0,ENE,30,E,13,57,1025.6,7,17.5,No,52188
21-05-20,Mumbai,9.8,26.4,0,3.2,9.9,SW,31,S,11,58,1024.2,0,17.5,No,32434
22-05-20,Mumbai,10.8,26.2,0,3.8,NA,NNE,35,NNE,15,56,1024.7,1,17.8,Yes,33051
23-05-20,Mumbai,15,25.3,NA,NA,NA,NNW,33,NE,19,83,1021.1,8,18.5,Yes,66058
24-05-20,Mumbai,10.2,25.6,NA,NA,NA,E,22,S,9,85,1019.4,NA,16.8,No,70942
25-05-20,Mumbai,10.8,27,0.8,NA,NA,NW,26,NW,9,70,1021.8,NA,17.4,No,10153
26-05-20,Mumbai,11.8,27.6,0,12.4,9.9,E,26,N,19,56,1024.4,6,19.9,No,72426
27-05-20,Mumbai,14.2,25.9,0,5,9.9,N,50,N,28,64,1022.2,6,19.1,No,58523
28-05-20,Mumbai,14.6,24.7,0.4,6.2,7.7,WSW,50,WSW,15,71,1018.5,5,18.9,No,52902
29-05-20,Mumbai,8.7,25.2,0,2.8,NA,SSW,31,SW,9,59,1022.6,1,15.8,No,77534
30-05-20,Mumbai,10.4,26.3,0,NA,NA,NNE,33,NNE,20,56,1023.7,NA,17.8,No,76091
31-05-20,Mumbai,13.7,24.1,0,NA,NA,NNE,31,NNE,13,66,1023.9,NA,16.5,No,2029
01-06-20,Mumbai,15.2,21.4,0,12.2,2.5,NNE,50,NNW,35,63,1019.3,5,19.2,Yes,22161
02-06-20,Mumbai,14.9,18.6,7.2,1.6,2.8,WSW,28,WSW,0,89,1019,7,15.5,No,5259
03-06-20,Mumbai,5.2,19.3,0.2,1.4,9.2,WSW,28,SW,0,96,1021.9,2,11,No,16850
04-06-20,Mumbai,5.3,16.9,0,2.2,6.3,NW,17,N,2,84,1024.7,3,9.9,No,14601
05-06-20,Mumbai,4,19.5,0,1,NA,SSW,20,SW,9,82,1025.4,1,11.3,No,57633
06-06-20,Mumbai,4.9,21.5,0,NA,NA,ENE,19,SE,17,75,1024.3,NA,12.7,No,24912
07-06-20,Mumbai,6.9,22,0,NA,NA,SSE,28,SW,2,78,1024.9,NA,12.8,No,63877
08-06-20,Mumbai,4.7,21.3,0,NA,NA,S,30,SSW,13,71,1024.2,NA,13.4,No,42625
09-06-20,Mumbai,5.9,21.4,0,11,9.9,SSE,35,SSE,19,54,1025.2,1,13.7,No,21224
10-06-20,Mumbai,7.3,22.7,0,4.6,10,SE,35,SE,17,52,1026.3,2,15.6,No,51613
11-06-20,Mumbai,7.1,20.8,0,5,9.8,E,31,ESE,19,59,1025.3,1,13.2,No,28323
12-06-20,Mumbai,7.2,22,0,3.4,NA,NE,37,N,22,54,1022.1,2,14.3,Yes,46187
13-06-20,Mumbai,10.5,21.5,NA,NA,NA,NNE,39,N,19,65,1019.5,4,14.3,Yes,57016
14-06-20,Mumbai,13,16.7,NA,NA,NA,W,28,W,9,97,1015.7,8,13.2,Yes,2431
15-06-20,Mumbai,6.6,13.6,15.2,8.8,3.7,SW,35,SW,13,99,1018.5,8,8,No,14766
16-06-20,Mumbai,4.8,16,0,0.6,8.8,SW,35,SW,13,86,1024.8,2,10.4,No,27059
17-06-20,Mumbai,3.1,17.2,0,3.2,9.9,S,44,SW,13,83,1027.6,1,9.5,No,49310
18-06-20,Mumbai,2.4,21.7,0,1.8,9.8,ESE,20,ENE,15,72,1029,0,11.5,No,61237
19-06-20,Mumbai,6.8,21.2,0,2.2,NA,ENE,22,NNE,11,75,1028.4,6,13,Yes,63849
20-06-20,Mumbai,12.9,23.1,NA,NA,NA,NNW,39,NNW,22,82,1022.8,8,15.5,Yes,33820
21-06-20,Mumbai,11.6,22.1,NA,NA,NA,ENE,28,SW,19,80,1021.4,8,13.8,Yes,72465
22-06-20,Mumbai,5.3,20.4,NA,NA,NA,WSW,26,WSW,6,87,1022.4,NA,12.3,No,44238
23-06-20,Mumbai,5.3,21.4,0.4,10.2,9.2,NNW,37,NW,15,70,1019.2,4,11.6,No,21611
24-06-20,Mumbai,7.4,15.9,0,3.4,9.5,WNW,46,W,28,50,1018.3,4,11.3,No,18416
25-06-20,Mumbai,2.7,17.4,0,4,9.3,WSW,39,SW,7,64,1022.5,1,9.4,No,35108
26-06-20,Mumbai,1.2,18.7,0,2.8,NA,SW,24,WSW,9,72,1027.5,1,8.5,Yes,59275
